FIPS,County name,FiveYearAgeGroups,NetMig9500,NetMig0010,NetMig1020,Rate9500,Rate0010,Rate1020
85,Montrose,40,434,577,587,0.163959199,0.238626964,0.231101752
85,Montrose,45,132,616,461,0.051421893,0.217360621,0.172290191
85,Montrose,50,172,662,287,0.076139885,0.210693826,0.104632732
85,Montrose,55,178,620,281,0.092371562,0.20687354,0.090980608
85,Montrose,60,220,728,135,0.130952381,0.261119082,0.040911247
85,Montrose,65,205,511,83,0.146848138,0.231221719,0.027102587
85,Montrose,70,69,429,14,0.056280587,0.234811166,0.005082912
85,Montrose,75,23,216,20,0.021495327,0.166924266,0.009655705
85,Montrose,80,-8,141,-9,-0.0110957,0.149048626,-0.006002298
85,Montrose,85,-36,168,-17,-0.079470199,0.247787611,-0.020526269
87,Morgan,0,0,57,112,0,0.026340111,0.05070374
87,Morgan,5,57,-69,214,0.024484536,-0.031753336,0.08970594
87,Morgan,10,32,-71,231,0.01427934,-0.032509158,0.09975098
87,Morgan,15,-232,-175,-128,-0.107457156,-0.084134615,-0.064818206
87,Morgan,20,-725,-412,-478,-0.460609911,-0.237738027,-0.293000584
87,Morgan,25,-218,-254,-298,-0.127934272,-0.140486726,-0.18348361
87,Morgan,30,171,165,229,0.092482423,0.099277978,0.137202951
87,Morgan,35,-85,15,352,-0.041625857,0.009113001,0.182830483
87,Morgan,40,-18,4,221,-0.008604207,0.002248454,0.123295812
87,Morgan,45,3,25,225,0.001650165,0.012729124,0.130110663
87,Morgan,50,10,48,152,0.006963788,0.024120603,0.083143727
87,Morgan,55,76,24,130,0.069028156,0.014234875,0.066339311
87,Morgan,60,35,83,-46,0.032925682,0.061119293,-0.024345441
87,Morgan,65,38,150,-93,0.041304348,0.136736554,-0.061540321
87,Morgan,70,-28,71,-87,-0.033532934,0.076673866,-0.076075904
87,Morgan,75,14,56,-102,0.02,0.077028886,-0.115755796
87,Morgan,80,-12,61,-77,-0.022058824,0.099510604,-0.117265038
87,Morgan,85,1,17,-27,0.002832861,0.04735376,-0.065091738
89,Otero,0,0,-28,85,0,-0.023789295,0.072024597
89,Otero,5,-79,-119,140,-0.053632043,-0.087628866,0.115603373
89,Otero,10,-44,-16,221,-0.027848101,-0.012708499,0.176468616
89,Otero,15,-179,10,-112,-0.104251602,0.006944444,-0.091462857
89,Otero,20,-570,-447,-232,-0.492653414,-0.416589003,-0.252511385
89,Otero,25,61,-649,-177,0.058039962,-0.646414343,-0.165319723
89,Otero,30,-191,-114,103,-0.178005592,-0.116683726,0.104940891
89,Otero,35,-108,-11,216,-0.080237741,-0.011506276,0.207122409
89,Otero,40,43,41,185,0.029614325,0.040117417,0.179174475
89,Otero,45,-136,24,153,-0.092078538,0.019002375,0.153399927
89,Otero,50,-11,8,118,-0.008600469,0.005939124,0.112205385
89,Otero,55,-12,11,70,-0.01171875,0.008118081,0.055269941
89,Otero,60,97,73,-4,0.099487179,0.061864407,-0.003113867
89,Otero,65,-20,96,-38,-0.022123894,0.101372756,-0.031235418
89,Otero,70,-5,67,-116,-0.005945303,0.080820265,-0.12273504
89,Otero,75,-56,61,-75,-0.086956522,0.084722222,-0.112440304
89,Otero,80,-5,-31,-50,-0.010438413,-0.061876248,-0.096339309
89,Otero,85,0,-19,-44,0,-0.06440678,-0.121206058
91,Ouray,0,0,2,28,0,0.010928962,0.112775996
91,Ouray,5,58,50,108,0.241666667,0.230414747,0.465593227
91,Ouray,10,54,69,105,0.197080292,0.280487805,0.400292729
91,Ouray,15,-27,0,96,-0.121621622,0,0.34617266
91,Ouray,20,-104,-181,49,-1.223529412,-2.104651163,0.188098236
91,Ouray,25,92,-48,81,0.528735632,-0.303797468,0.288860647
91,Ouray,30,74,126,193,0.371859296,0.72,0.900927246
91,Ouray,35,42,134,171,0.152173913,0.476868327,0.613764894
91,Ouray,40,67,96,148,0.179144385,0.344086022,0.558374124
91,Ouray,45,87,121,92,0.233243968,0.337047354,0.26743955
91,Ouray,50,-8,132,59,-0.021333333,0.29010989,0.186713279
91,Ouray,55,84,189,49,0.265822785,0.378757515,0.133850604
91,Ouray,60,83,200,-1,0.359307359,0.406504065,-0.0024319
91,Ouray,65,17,128,-46,0.101190476,0.350684932,-0.114401369
91,Ouray,70,-14,63,-82,-0.106870229,0.301435407,-0.217174701
91,Ouray,75,-13,26,-91,-0.164556962,0.247619048,-0.327484816
91,Ouray,80,3,37,-48,0.066666667,0.493333333,-0.340481736
91,Ouray,85,25,67,-7,1.041666667,1.970588235,-0.117941147
93,Park,0,0,76,115,0,0.097186701,0.145681059
93,Park,5,331,22,451,0.334343434,0.026442308,0.540383267
93,Park,10,68,71,453,0.068341709,0.078193833,0.432537901
93,Park,15,-55,-71,353,-0.060908084,-0.080225989,0.383433911
93,Park,20,-207,-427,265,-0.43125,-0.866125761,0.315790815
93,Park,25,304,-172,437,0.476489028,-0.270440252,0.455433457
93,Park,30,378,365,764,0.381432896,0.479632063,0.892300424
93,Park,35,608,474,726,0.405603736,0.454894434,0.729575393
93,Park,40,328,279,527,0.184788732,0.2325,0.503502036
93,Park,45,164,183,402,0.099213551,0.114949749,0.319843607
93,Park,50,315,297,239,0.229591837,0.152229626,0.17741451
93,Park,55,211,267,199,0.229098806,0.150592217,0.11848971
93,Park,60,54,253,-58,0.08985025,0.169798658,-0.029947234
93,Park,65,84,160,-199,0.190909091,0.166320166,-0.12011456
93,Park,70,-47,-2,-293,-0.142857143,-0.004175365,-0.242071909
93,Park,75,-80,-56,-204,-0.476190476,-0.212927757,-0.295450766
93,Park,80,-37,-52,-105,-0.425287356,-0.390977444,-0.336794678
93,Park,85,-24,41,-51,-0.705882353,0.577464789,-0.372663881
95,Phillips,0,0,2,6,0,0.007117438,0.022273129
95,Phillips,5,-27,31,17,-0.080118694,0.095975232,0.05916556
95,Phillips,10,50,16,30,0.143266476,0.050473186,0.102074554
95,Phillips,15,-149,-16,-38,-0.490131579,-0.052117264,-0.131998944
95,Phillips,20,-41,-133,-86,-0.227777778,-0.715053763,-0.379488658
95,Phillips,25,18,-62,-86,0.086956522,-0.281818182,-0.383215267
95,Phillips,30,-50,58,11,-0.213675214,0.254385965,0.063770414
95,Phillips,35,28,26,31,0.092105263,0.115555556,0.138230461
95,Phillips,40,23,55,3,0.062330623,0.206766917,0.012646203
95,Phillips,45,14,47,25,0.044025157,0.155629139,0.108107433
95,Phillips,50,-14,25,21,-0.055335968,0.073099415,0.077791024
95,Phillips,55,2,39,19,0.009302326,0.133105802,0.063477614
95,Phillips,60,7,77,-8,0.033653846,0.304347826,-0.024724991
95,Phillips,65,-6,93,-24,-0.027906977,0.438679245,-0.092027333
95,Phillips,70,8,106,-30,0.041884817,0.569892473,-0.138513583
95,Phillips,75,11,105,-13,0.065088757,0.541237113,-0.078131909
95,Phillips,80,-15,78,-4,-0.12195122,0.553191489,-0.031078434
95,Phillips,85,-18,79,-13,-0.174757282,0.686956522,-0.119889334
97,Pitkin,0,0,-30,116,0,-0.039946738,0.135975745
97,Pitkin,5,-89,34,253,-0.12464986,0.040718563,0.28051456
97,Pitkin,10,-31,236,286,-0.037712895,0.275058275,0.299090891
97,Pitkin,15,-232,107,234,-0.34421365,0.134085213,0.234969108
97,Pitkin,20,209,-19,92,0.213483146,-0.024675325,0.103312736
97,Pitkin,25,-287,848,186,-0.192488263,0.579234973,0.210056356
97,Pitkin,30,-641,252,646,-0.409846547,0.215938303,0.614172156
97,Pitkin,35,-369,-133,431,-0.258947368,-0.100529101,0.240400143
97,Pitkin,40,-197,-78,292,-0.129690586,-0.055240793,0.210898281
97,Pitkin,45,-314,45,250,-0.19204893,0.032894737,0.171804046
97,Pitkin,50,-60,181,81,-0.03968254,0.114774889,0.054941804
97,Pitkin,55,-98,-13,48,-0.090073529,-0.008736559,0.035885447
97,Pitkin,60,27,-57,-107,0.04376013,-0.0430839,-0.07633897
97,Pitkin,65,-51,-23,-180,-0.116438356,-0.024811219,-0.150130072
97,Pitkin,70,-35,-11,-250,-0.112540193,-0.022587269,-0.252444094
97,Pitkin,75,-26,-42,-225,-0.141304348,-0.140939597,-0.352043345
97,Pitkin,80,-48,-10,-84,-0.545454545,-0.053475936,-0.261818133
97,Pitkin,85,18,30,-13,0.461538462,0.37037037,-0.073963516
99,Prowers,0,0,31,42,0,0.032224532,0.052280935
99,Prowers,5,102,-205,97,0.084437086,-0.214659686,0.119923564
99,Prowers,10,-73,-175,79,-0.06028076,-0.188781014,0.082525846
99,Prowers,15,-52,-218,-81,-0.041041831,-0.22851153,-0.09873524
99,Prowers,20,-85,-402,-211,-0.0802644,-0.530343008,-0.336950601
99,Prowers,25,98,-474,-169,0.107929515,-0.649315068,-0.268362303
99,Prowers,30,99,-245,17,0.111864407,-0.330634278,0.029279448
99,Prowers,35,3,-159,125,0.003051882,-0.229106628,0.193119415
99,Prowers,40,-6,-166,75,-0.005802708,-0.249249249,0.106983075
99,Prowers,45,-22,-83,78,-0.022633745,-0.102722772,0.1161641
99,Prowers,50,-17,-19,22,-0.020334928,-0.02108768,0.033585579
99,Prowers,55,-47,17,84,-0.078464107,0.019859813,0.10600983
99,Prowers,60,-29,41,-12,-0.054820416,0.055405405,-0.014120723
99,Prowers,65,19,69,-49,0.040860215,0.132183908,-0.064271441
99,Prowers,70,0,40,-75,0,0.094117647,-0.126901765
99,Prowers,75,8,41,-38,0.022160665,0.120234604,-0.105592782
99,Prowers,80,-30,19,-36,-0.106007067,0.07063197,-0.138119236
99,Prowers,85,-2,26,-25,-0.012820513,0.160493827,-0.146819384
101,Pueblo,0,0,181,-27,0,0.017174305,-0.002683981
101,Pueblo,5,597,986,657,0.058017493,0.090934243,0.067089545
101,Pueblo,10,884,1362,1275,0.086564826,0.12585474,0.11258687
101,Pueblo,15,130,1364,1602,0.012048193,0.11791148,0.135094136
101,Pueblo,20,-489,151,1783,-0.053471843,0.014744654,0.146861504
101,Pueblo,25,-190,-994,-181,-0.022188485,-0.103294191,-0.016468157
101,Pueblo,30,999,538,-1105,0.11209605,0.056925193,-0.124595044
101,Pueblo,35,1098,977,971,0.107111501,0.10514421,0.099144825
101,Pueblo,40,687,897,1015,0.063942666,0.093759799,0.100382211
101,Pueblo,45,745,932,1290,0.072161953,0.086057248,0.131216112
101,Pueblo,50,492,1168,1083,0.054929106,0.102429185,0.1083389
101,Pueblo,55,474,1328,1293,0.070936845,0.120815138,0.116702796
101,Pueblo,60,358,1619,1033,0.06048319,0.164884408,0.090598974
101,Pueblo,65,221,1152,734,0.038690476,0.164055825,0.068753858
101,Pueblo,70,24,752,226,0.004288011,0.133522727,0.025256613
101,Pueblo,75,91,270,216,0.019934283,0.058378378,0.037140052
101,Pueblo,80,-41,30,99,-0.013594164,0.008064516,0.024241938
101,Pueblo,85,-112,-38,221,-0.064965197,-0.016695958,0.083313466
103,Rio Blanco,0,0,13,30,0,0.026859504,0.07707603
103,Rio Blanco,5,44,96,72,0.118598383,0.223255814,0.171119178
103,Rio Blanco,10,13,122,52,0.024714829,0.275395034,0.104402733
103,Rio Blanco,15,1,109,43,0.001652893,0.234913793,0.099567062
103,Rio Blanco,20,-215,-55,-25,-0.746527778,-0.124434389,-0.069593075
103,Rio Blanco,25,-74,-82,-11,-0.241830065,-0.172268908,-0.031754777
103,Rio Blanco,30,19,156,78,0.053672316,0.398976982,0.19502807
103,Rio Blanco,35,62,123,81,0.140589569,0.321148825,0.16791407
103,Rio Blanco,40,-74,81,69,-0.138317757,0.211488251,0.174100376
103,Rio Blanco,45,29,125,53,0.05620155,0.254065041,0.137072197
103,Rio Blanco,50,-18,143,30,-0.042352941,0.24278438,0.077956164
103,Rio Blanco,55,-6,32,42,-0.018461538,0.07239819,0.088608291
103,Rio Blanco,60,-15,85,-51,-0.055762082,0.219072165,-0.098408613
103,Rio Blanco,65,-3,74,-55,-0.015228426,0.291338583,-0.156624167
103,Rio Blanco,70,-3,85,-78,-0.016759777,0.404761905,-0.286815698
103,Rio Blanco,75,3,69,-24,0.02173913,0.503649635,-0.144962131
103,Rio Blanco,80,36,60,-27,0.486486486,0.545454545,-0.208625767
103,Rio Blanco,85,-26,72,-5,-0.490566038,1.028571429,-0.071560371
105,Rio Grande,0,0,-10,54,0,-0.012578616,0.074105663
105,Rio Grande,5,-19,11,168,-0.020585049,0.012585812,0.234501615
105,Rio Grande,10,28,-23,130,0.02705314,-0.027611044,0.162767368
105,Rio Grande,15,-31,-106,-5,-0.030693069,-0.130541872,-0.006631296
105,Rio Grande,20,-295,-363,-150,-0.451761103,-0.5671875,-0.26147715
105,Rio Grande,25,-29,-339,-50,-0.045525903,-0.562189055,-0.090442861
105,Rio Grande,30,4,57,181,0.005847953,0.087827427,0.345280774
105,Rio Grande,35,-14,81,213,-0.016184971,0.120895522,0.378776172
105,Rio Grande,40,75,71,166,0.078781513,0.104565538,0.260692076
105,Rio Grande,45,47,61,117,0.048453608,0.074299635,0.176686492
105,Rio Grande,50,-7,108,101,-0.008883249,0.113684211,0.149972496
105,Rio Grande,55,-6,114,73,-0.008810573,0.118012422,0.090831032
105,Rio Grande,60,85,113,34,0.157699443,0.145994832,0.038189064
105,Rio Grande,65,53,80,-50,0.101338432,0.126382306,-0.058585581
105,Rio Grande,70,-18,34,-79,-0.042755344,0.077448747,-0.125054664
105,Rio Grande,75,-54,-28,-42,-0.14516129,-0.083832335,-0.089308986
105,Rio Grande,80,30,32,-54,0.110701107,0.115942029,-0.186625862
105,Rio Grande,85,33,49,-10,0.227586207,0.284883721,-0.056551562
107,Routt,0,0,41,136,0,0.031758327,0.102558748
107,Routt,5,82,280,368,0.066993464,0.204978038,0.267400979
107,Routt,10,166,310,365,0.12170088,0.226442659,0.232986382
107,Routt,15,-123,185,331,-0.089389535,0.135431918,0.203632464
107,Routt,20,187,53,115,0.122462344,0.039522744,0.079947377
107,Routt,25,179,559,215,0.101015801,0.303309821,0.147875719
107,Routt,30,-98,310,674,-0.058125741,0.177854274,0.399901852
107,Routt,35,76,87,528,0.044470451,0.048876404,0.236078313
107,Routt,40,187,182,317,0.087752229,0.102824859,0.157669579
107,Routt,45,-46,241,317,-0.021071919,0.132054795,0.165878891
107,Routt,50,40,208,27,0.024706609,0.09476082,0.015108945
107,Routt,55,1,11,69,0.001168224,0.005358013,0.040018332
107,Routt,60,-8,62,-203,-0.013793103,0.03992273,-0.106707815
107,Routt,65,26,138,-312,0.074712644,0.160651921,-0.192324326
107,Routt,70,-13,26,-335,-0.052845528,0.053278689,-0.284758461
107,Routt,75,-34,58,-220,-0.178947368,0.208633094,-0.349754788
107,Routt,80,-10,47,-94,-0.087719298,0.284848485,-0.275815351
107,Routt,85,-9,38,-15,-0.126760563,0.431818182,-0.086136546
109,Saguache,0,0,48,32,0,0.115662651,0.097430581
109,Saguache,5,-16,-7,106,-0.034042553,-0.017369727,0.261607845
109,Saguache,10,33,-44,115,0.06693712,-0.124293785,0.249044252
109,Saguache,15,-72,-55,19,-0.138996139,-0.13546798,0.049873636
109,Saguache,20,-49,-158,-16,-0.168965517,-0.504792332,-0.05761671
109,Saguache,25,-27,-169,25,-0.092150171,-0.516819572,0.076314267
109,Saguache,30,-31,48,147,-0.093655589,0.155339806,0.46087803
109,Saguache,35,73,62,157,0.158695652,0.200647249,0.424228451
109,Saguache,40,76,64,129,0.163090129,0.193353474,0.364892369
109,Saguache,45,62,63,86,0.117424242,0.14221219,0.251403787
109,Saguache,50,92,101,103,0.194915254,0.211297071,0.29049984
109,Saguache,55,123,140,27,0.328,0.240137221,0.059193649
109,Saguache,60,45,168,31,0.185185185,0.315196998,0.066602094
109,Saguache,65,19,110,23,0.093596059,0.302197802,0.043204988
109,Saguache,70,5,102,-51,0.031446541,0.439655172,-0.113453738
109,Saguache,75,12,55,-38,0.083333333,0.376712329,-0.139112426
109,Saguache,80,-43,44,-21,-0.589041096,0.517647059,-0.13569113
109,Saguache,85,-6,28,-9,-0.127659574,0.538461538,-0.115120045
111,San Juan,0,0,9,2,0,0.25,0.059004326
111,San Juan,5,-22,8,9,-0.88,0.222222222,0.294957554
111,San Juan,10,-15,16,-1,-0.46875,0.380952381,-0.025128008
111,San Juan,15,-2,5,1,-0.051282051,0.2,0.026125456
111,San Juan,20,1,1,-4,0.033333333,0.035714286,-0.105986475
111,San Juan,25,10,22,-1,0.333333333,0.360655738,-0.037917017
111,San Juan,30,-11,30,17,-0.305555556,0.714285714,0.49905485
111,San Juan,35,-2,31,4,-0.055555556,0.563636364,0.060248391
111,San Juan,40,4,14,4,0.072727273,0.341463415,0.087407327
111,San Juan,45,-2,33,0,-0.029411765,0.568965517,0
111,San Juan,50,1,17,7,0.011627907,0.278688525,0.170877256
111,San Juan,55,-9,21,-8,-0.204545455,0.304347826,-0.147835526
111,San Juan,60,-13,9,4,-0.464285714,0.130434783,0.078899697
111,San Juan,65,0,34,-16,0,0.68,-0.308952565
111,San Juan,70,-4,22,-15,-0.363636364,1.294117647,-0.253156158
111,San Juan,75,-6,24,-12,-0.6,1.846153846,-0.291398263
111,San Juan,80,0,20,-2,0,5,-0.159999453
111,San Juan,85,0,21,-4,#DIV/0!,5.25,-0.482884227
113,San Miguel,0,0,-1,58,0,-0.002197802,0.115634437
113,San Miguel,5,19,50,172,0.056379822,0.121065375,0.34532232
113,San Miguel,10,0,94,195,0,0.244791667,0.32697708
113,San Miguel,15,-16,-47,141,-0.048048048,-0.163763066,0.269935533
113,San Miguel,20,306,59,100,0.570895522,0.16954023,0.224063966
113,San Miguel,25,167,372,187,0.195093458,0.562783661,0.438717483
113,San Miguel,30,-165,106,414,-0.233711048,0.175787728,0.727971991
113,San Miguel,35,-85,-201,296,-0.130568356,-0.317535545,0.33678868
113,San Miguel,40,-50,12,211,-0.07800312,0.017964072,0.275494567
113,San Miguel,45,24,48,176,0.038461538,0.076190476,0.237221725
113,San Miguel,50,55,100,83,0.095486111,0.15128593,0.113586073
113,San Miguel,55,50,87,44,0.139275766,0.141233766,0.068645245
113,San Miguel,60,13,12,-48,0.077380952,0.024048096,-0.080073626
113,San Miguel,65,5,29,-24,0.04950495,0.094771242,-0.048005272
113,San Miguel,70,9,14,-108,0.169811321,0.130841121,-0.277229232
113,San Miguel,75,-13,48,-82,-0.361111111,0.738461538,-0.365092944
113,San Miguel,80,-9,69,-11,-0.692307692,1.916666667,-0.14570754
113,San Miguel,85,-8,44,-6,-0.470588235,2.588235294,-0.161580649
115,Sedgwick,0,0,26,10,0,0.211382114,0.0744222
115,Sedgwick,5,22,-17,25,0.125714286,-0.139344262,0.17686991
115,Sedgwick,10,-3,-16,33,-0.01744186,-0.117647059,0.240866704
115,Sedgwick,15,-33,-34,-1,-0.181318681,-0.25,-0.008733438
115,Sedgwick,20,-78,-53,-14,-0.634146341,-0.53,-0.138975378
115,Sedgwick,25,-26,-39,-5,-0.203125,-0.342105263,-0.046423028
115,Sedgwick,30,-2,12,48,-0.012903226,0.105263158,0.450378121
115,Sedgwick,35,-13,1,42,-0.083870968,0.008849558,0.320330126
115,Sedgwick,40,35,-9,39,0.171568627,-0.072580645,0.298929689
115,Sedgwick,45,12,40,24,0.0591133,0.25974026,0.193412709
115,Sedgwick,50,-19,55,16,-0.109195402,0.265700483,0.123215578
115,Sedgwick,55,0,68,16,0,0.334975369,0.104512868
115,Sedgwick,60,15,92,18,0.092592593,0.5,0.093168857
115,Sedgwick,65,-14,70,-19,-0.084337349,0.52238806,-0.106077
115,Sedgwick,70,-10,71,-21,-0.072992701,0.529850746,-0.141339384
115,Sedgwick,75,-4,57,-11,-0.03125,0.52293578,-0.111855426
115,Sedgwick,80,13,80,-21,0.151162791,0.833333333,-0.240831971
115,Sedgwick,85,-9,60,4,-0.138461538,1,0.070506398
117,Summit,0,0,-177,120,0,-0.114935065,0.070622467
117,Summit,5,-53,-301,309,-0.042949757,-0.215307582,0.183077094
117,Summit,10,-152,-114,397,-0.131830009,-0.094605809,0.214799081
117,Summit,15,-31,36,363,-0.02284451,0.029363785,0.205850812
117,Summit,20,1553,1167,1271,0.457841981,0.516371681,0.52224454
117,Summit,25,279,1807,1326,0.074499332,0.587833442,0.539572431
117,Summit,30,-493,-739,151,-0.173652695,-0.282600382,0.071435783
117,Summit,35,-151,-1285,-196,-0.062242374,-0.525347506,-0.072910164
117,Summit,40,-163,-505,284,-0.07022835,-0.228403437,0.101026383
117,Summit,45,-62,-174,388,-0.032024793,-0.082738944,0.139810946
117,Summit,50,-34,-3,182,-0.02232436,-0.001378676,0.075435169
117,Summit,55,112,190,155,0.116303219,0.095717884,0.070519696
117,Summit,60,31,243,6,0.050161812,0.149538462,0.002799435
117,Summit,65,18,303,-56,0.041763341,0.269333333,-0.030459808
117,Summit,70,-26,102,-106,-0.108333333,0.169154229,-0.07701463
117,Summit,75,-61,-29,-119,-0.61,-0.099315068,-0.138177575
117,Summit,80,-11,10,-80,-0.25,0.071428571,-0.190748133
117,Summit,85,0,62,-14,0,1.377777778,-0.086761167
119,Teller,0,0,77,60,0,0.070902394,0.051653218
119,Teller,5,240,153,388,0.167247387,0.123786408,0.328893365
119,Teller,10,170,290,468,0.097142857,0.198358413,0.35472659
119,Teller,15,21,89,352,0.013487476,0.05957162,0.25172479
119,Teller,20,-437,-811,173,-0.633333333,-0.92791762,0.123005107
119,Teller,25,306,-583,83,0.359576968,-0.656531532,0.063608544
119,Teller,30,299,362,663,0.247311828,0.377083333,0.588441141
119,Teller,35,491,472,675,0.238581147,0.384678077,0.575340493
119,Teller,40,283,483,587,0.117135762,0.30339196,0.476362284
119,Teller,45,198,304,563,0.087186262,0.135835567,0.390692022
119,Teller,50,336,251,413,0.17591623,0.099248715,0.235378179
119,Teller,55,73,415,326,0.057982526,0.164747916,0.140797413
119,Teller,60,115,472,123,0.130237826,0.213671344,0.05021806
119,Teller,65,51,302,-120,0.074020319,0.21104123,-0.05255651
119,Teller,70,26,26,-235,0.060046189,0.033766234,-0.13109639
119,Teller,75,-62,-49,-163,-0.248,-0.099796334,-0.159436807
119,Teller,80,-12,-6,-73,-0.094488189,-0.024,-0.147190111
119,Teller,85,-31,21,-21,-0.607843137,0.179487179,-0.079000717
121,Washington,0,0,49,9,0,0.176895307,0.03476917
121,Washington,5,13,60,19,0.039274924,0.212014134,0.077609129
121,Washington,10,-17,36,2,-0.042079208,0.107784431,0.006523721
121,Washington,15,-70,30,-12,-0.186170213,0.089820359,-0.045409887
121,Washington,20,-203,-144,-98,-0.995098039,-0.66359447,-0.367281317
121,Washington,25,21,-102,-104,0.090517241,-0.414634146,-0.362490319
121,Washington,30,-48,73,-11,-0.180451128,0.301652893,-0.045176953
121,Washington,35,-32,32,34,-0.094117647,0.138528139,0.120217533
121,Washington,40,-50,72,-5,-0.127226463,0.234527687,-0.018649372
121,Washington,45,-40,70,18,-0.108401084,0.194986072,0.074584272
121,Washington,50,20,85,2,0.065789474,0.202380952,0.006353556
121,Washington,55,17,68,31,0.059649123,0.186813187,0.087346766
121,Washington,60,8,102,-19,0.034042553,0.341137124,-0.048485439
121,Washington,65,-14,88,-13,-0.063636364,0.332075472,-0.041148536
121,Washington,70,4,78,-45,0.015444015,0.376811594,-0.183987956
121,Washington,75,-108,54,-25,-0.542713568,0.362416107,-0.116094696
121,Washington,80,-33,54,-23,-0.270491803,0.303370787,-0.154028741
121,Washington,85,-199,31,2,-2.970149254,0.344444444,0.023032357
123,Weld,0,0,178,747,0,0.008929019,0.030317295
123,Weld,5,1526,2734,3307,0.1048509,0.132345822,0.139688585
123,Weld,10,1392,4917,3757,0.096989967,0.258680556,0.155175405
123,Weld,15,2282,5195,5430,0.139982824,0.263986991,0.199800634
123,Weld,20,2791,5034,6301,0.171184985,0.261018355,0.235819481
123,Weld,25,-371,1138,1995,-0.02814871,0.065928973,0.083740164
123,Weld,30,1475,1631,3065,0.114243668,0.091840757,0.129519028
123,Weld,35,1721,4748,5016,0.12158248,0.267568329,0.213024395
123,Weld,40,1133,4486,3808,0.080600413,0.261467623,0.167578046
123,Weld,45,1088,3331,2814,0.084827694,0.194023765,0.134443157
123,Weld,50,731,3308,1207,0.07078532,0.195254397,0.064153619
123,Weld,55,104,2729,1332,0.013686011,0.182139758,0.074743534
123,Weld,60,186,2468,501,0.031360647,0.203361898,0.029566313
123,Weld,65,212,1471,262,0.04452846,0.176675474,0.017992406
123,Weld,70,133,939,-154,0.032694199,0.157471072,-0.013532979
123,Weld,75,164,572,-70,0.049382716,0.13490566,-0.009482404
123,Weld,80,26,460,56,0.01172756,0.148148148,0.011908008
123,Weld,85,63,248,21,0.04876161,0.130457654,0.007978825
125,Yuma,0,0,25,34,0,0.032637076,0.047008224
125,Yuma,5,112,54,79,0.149333333,0.073270014,0.100889618
125,Yuma,10,86,49,112,0.103117506,0.071532847,0.138077218
125,Yuma,15,-77,-24,-64,-0.097345133,-0.033946252,-0.096095149
125,Yuma,20,-317,-305,-137,-0.704444444,-0.616161616,-0.277302413
125,Yuma,25,134,-116,-138,0.23885918,-0.181818182,-0.264765611
125,Yuma,30,84,181,124,0.14893617,0.312607945,0.265928683
125,Yuma,35,57,104,137,0.082251082,0.173044925,0.205668934
125,Yuma,40,7,100,78,0.009628611,0.163398693,0.125984687
125,Yuma,45,-53,36,80,-0.076700434,0.054135338,0.126848154
125,Yuma,50,-10,60,41,-0.017123288,0.084151473,0.06501587
125,Yuma,55,-9,56,64,-0.017751479,0.086956522,0.09639276
125,Yuma,60,4,111,-12,0.009779951,0.194055944,-0.017738237
125,Yuma,65,2,78,-35,0.004728132,0.169565217,-0.060764018
125,Yuma,70,0,80,-49,0,0.222841226,-0.101611043
125,Yuma,75,-27,27,-40,-0.089700997,0.087378641,-0.108624757
125,Yuma,80,8,36,-29,0.033195021,0.15,-0.113672328
125,Yuma,85,16,33,-11,0.104575163,0.239130435,-0.062484838
0,Colorado,0,0,-2014,5917,0,-0.005863583,0.0164066
0,Colorado,5,15952,12142,27127,0.051485634,0.03475697,0.074672022
0,Colorado,10,11827.5,37865,41409,0.037619753,0.113239428,0.106467937
0,Colorado,15,9890.5,31530,47030,0.031767623,0.092848351,0.116776665
0,Colorado,20,36359.5,39483,76700,0.118499314,0.112736098,0.185066283
0,Colorado,25,37424,69096,53787,0.112559138,0.184876198,0.132374483
0,Colorado,30,24817.5,53369,48760,0.074181515,0.149669498,0.121470749
0,Colorado,35,19453.5,23094,53380,0.053050467,0.065553761,0.123045788
0,Colorado,40,13605.5,21832,31307,0.036299047,0.062609693,0.078142766
0,Colorado,45,6491,11288,30139,0.019052008,0.030553195,0.079502044
0,Colorado,50,4599.5,11778,14025,0.016099224,0.031630935,0.038582095
0,Colorado,55,1762.5,8207,20959,0.008910471,0.024799357,0.056138854
0,Colorado,60,-920,9573,955,-0.006301543,0.034946246,0.002647872
0,Colorado,65,-854.5,7887,-6606,-0.007041905,0.042694513,-0.021467115
0,Colorado,70,-489.5,6080,-15010,-0.004636602,0.047153349,-0.061976722
0,Colorado,75,134,3513,-7804,0.001548829,0.036090735,-0.050976778
0,Colorado,80,1360.5,4748,-2539,0.024298982,0.064557358,-0.026576459
0,Colorado,85,2277,5443,180,0.071702985,0.117511173,0.003119628
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
102,NorthFrontRange,0,0,327,1814,,,
102,NorthFrontRange,5,2852,4121,6667,,,
102,NorthFrontRange,10,2638,7331,7572,,,
102,NorthFrontRange,15,6100,10768,11402,,,
102,NorthFrontRange,20,11433,17751,22105,,,
102,NorthFrontRange,25,-3108,3199,6666,,,
102,NorthFrontRange,30,1169,-3831,-5453,,,
102,NorthFrontRange,35,2968,4319,5845,,,
102,NorthFrontRange,40,2514,5677,7062,,,
102,NorthFrontRange,45,2075,4387,5918,,,
