FIPS,County name,FiveYearAgeGroups,NetMig9500,NetMig0010,NetMig1020,Rate9500,Rate0010,Rate1020
39,Elbert,35,594,605,1393,0.012781615,0.014967097,0.028864904
39,Elbert,40,615,737,1041,0.013594765,0.017798923,0.024463347
39,Elbert,45,398,492,807,0.010352452,0.010394879,0.020286363
39,Elbert,50,240,214,558,0.007574801,0.004684251,0.013671683
39,Elbert,55,180,294,339,0.008188518,0.007759098,0.007308556
39,Elbert,60,14,229,92,0.000864464,0.007438446,0.002157395
39,Elbert,65,29,130,-7,0.002039238,0.006193425,-0.000204189
39,Elbert,70,28,81,-78,0.002497993,0.005448675,-0.00287942
39,Elbert,75,12,34,-86,0.001292964,0.00292599,-0.004986137
39,Elbert,80,8,45,-4,0.001359388,0.005589368,-0.000365327
39,Elbert,85,-14,74,-8,-0.004648074,0.015071283,-0.001167046
43,Fremont,0,0,64,144,0,0.0304038,0.069629788
43,Fremont,5,311,181,470,0.119523444,0.08261068,0.223307765
43,Fremont,10,197,189,538,0.066689235,0.079780498,0.230804909
43,Fremont,15,-238,-81,347,-0.089675961,-0.032926829,0.15200179
43,Fremont,20,175,-377,902,0.068979109,-0.152879157,0.299444462
43,Fremont,25,1390,731,1260,0.414307004,0.22554767,0.356207072
43,Fremont,30,1479,769,1205,0.405650027,0.243046776,0.380367782
43,Fremont,35,1448,-115,873,0.337293268,-0.036741214,0.242928956
43,Fremont,40,1322,-235,375,0.312899408,-0.071537291,0.114876576
43,Fremont,45,548,-371,384,0.14952251,-0.099463807,0.124303694
43,Fremont,50,532,-289,-176,0.171723693,-0.078129224,-0.062755054
43,Fremont,55,406,127,-314,0.168744805,0.036254639,-0.105681792
43,Fremont,60,263,468,-268,0.132493703,0.143382353,-0.086532393
43,Fremont,65,97,549,-137,0.051540914,0.208270106,-0.04584846
43,Fremont,70,139,317,-93,0.082688876,0.162564103,-0.032867238
43,Fremont,75,-21,65,-10,-0.015730337,0.04313205,-0.004615287
43,Fremont,80,-24,121,-1,-0.026115343,0.102368866,-0.000702804
43,Fremont,85,-77,0,-5,-0.139240506,0,-0.005734523
45,Garfield,0,0,-220,205,0,-0.049360556,0.046756063
45,Garfield,5,327,322,762,0.101615911,0.074744661,0.171984925
45,Garfield,10,198,856,763,0.058372642,0.213041314,0.158215674
45,Garfield,15,-157,601,586,-0.048651999,0.162081985,0.128306747
45,Garfield,20,-67,99,-62,-0.023508772,0.029324645,-0.017062322
45,Garfield,25,387,1220,220,0.117486339,0.283589028,0.066802551
45,Garfield,30,343,1588,1451,0.100882353,0.369646182,0.398751934
45,Garfield,35,266,987,1266,0.070990125,0.237602311,0.265908887
45,Garfield,40,245,729,898,0.059625213,0.18293601,0.193832687
45,Garfield,45,49,530,564,0.013232514,0.128859713,0.130063956
45,Garfield,50,124,253,275,0.042743881,0.060729717,0.068305746
45,Garfield,55,181,301,333,0.096791444,0.079524439,0.081701958
45,Garfield,60,67,95,140,0.048727273,0.034382917,0.034489693
45,Garfield,65,-34,-53,35,-0.03030303,-0.032635468,0.009719903
45,Garfield,70,-68,-34,-94,-0.066995074,-0.030195382,-0.037710504
45,Garfield,75,50,-114,-11,0.062893082,-0.14559387,-0.008090576
45,Garfield,80,35,-105,17,0.069444444,-0.174129353,0.020394664
45,Garfield,85,27,-9,18,0.100746269,-0.023872679,0.039294867
47,Gilpin,0,0,13,32,0,0.046263345,0.12310304
47,Gilpin,5,18,13,97,0.069767442,0.045614035,0.341595783
47,Gilpin,10,103,-18,86,0.344481605,-0.072874494,0.240393915
47,Gilpin,15,21,-24,67,0.083003953,-0.105726872,0.196225632
47,Gilpin,20,51,-123,28,0.245192308,-0.754601227,0.107349822
47,Gilpin,25,234,-10,55,0.620689655,-0.045045045,0.209421237
47,Gilpin,30,157,175,161,0.377403846,0.510204082,0.60509778
47,Gilpin,35,286,118,159,0.574297189,0.261640798,0.484175098
47,Gilpin,40,107,54,124,0.211045365,0.123853211,0.288209699
47,Gilpin,45,154,124,69,0.261016949,0.222222222,0.134357417
47,Gilpin,50,118,204,37,0.273781903,0.328502415,0.07984631
47,Gilpin,55,67,121,26,0.23183391,0.194221509,0.047981506
47,Gilpin,60,3,137,-51,0.021126761,0.28721174,-0.092831221
47,Gilpin,65,-10,88,-99,-0.102040816,0.322344322,-0.198689663
47,Gilpin,70,-9,73,-111,-0.104651163,0.598360656,-0.330919597
47,Gilpin,75,8,54,-74,0.153846154,0.818181818,-0.425219617
47,Gilpin,80,-15,53,-21,-0.714285714,1.127659574,-0.277558761
47,Gilpin,85,0,67,-4,0,4.1875,-0.107478245
49,Grand,0,0,96,82,0,0.116930572,0.099896375
49,Grand,5,21,113,205,0.029535865,0.135167464,0.278375324
49,Grand,10,75,133,168,0.091463415,0.157582938,0.178512497
49,Grand,15,29,113,138,0.035935564,0.143037975,0.150475311
49,Grand,20,134,-1,-6,0.15420023,-0.001333333,-0.007364655
49,Grand,25,184,306,50,0.182902584,0.298828125,0.062691452
49,Grand,30,-89,222,345,-0.085741811,0.218289086,0.383783876
49,Grand,35,139,62,261,0.125338142,0.061507937,0.219581597
49,Grand,40,65,133,131,0.050387597,0.123034228,0.115579923
49,Grand,45,133,250,168,0.102465331,0.202265372,0.155058412
49,Grand,50,114,294,38,0.112648221,0.202479339,0.033819639
49,Grand,55,79,160,110,0.119515885,0.120754717,0.087345128
49,Grand,60,82,182,71,0.165322581,0.169934641,0.049150985
49,Grand,65,-24,123,14,-0.060913706,0.1875,0.010912342
49,Grand,70,-56,-2,-75,-0.183606557,-0.005376344,-0.081981669
49,Grand,75,-52,12,-12,-0.331210191,0.042704626,-0.024004689
49,Grand,80,15,-30,-6,0.223880597,-0.204081633,-0.023656461
49,Grand,85,-11,39,-7,-0.25,0.661016949,-0.047470528
51,Gunnison,0,0,-39,68,0,-0.050387597,0.080223697
51,Gunnison,5,34,4,195,0.051051051,0.00476758,0.214613149
51,Gunnison,10,-47,126,185,-0.062416999,0.171428571,0.197699605
51,Gunnison,15,325,419,757,0.261885576,0.394910462,0.475362689
51,Gunnison,20,850,1266,856,0.396640224,0.641662443,0.542373171
51,Gunnison,25,-632,119,-300,-0.441032798,0.092248062,-0.432769325
51,Gunnison,30,-121,-990,-490,-0.107174491,-0.888689408,-0.365949684
51,Gunnison,35,-6,-299,176,-0.006085193,-0.275068997,0.122512576
51,Gunnison,40,-143,2,174,-0.136320305,0.001913876,0.135659379
51,Gunnison,45,-98,104,189,-0.086343612,0.105156724,0.156696695
51,Gunnison,50,-32,126,39,-0.037037037,0.118309859,0.034858117
51,Gunnison,55,-39,66,46,-0.066101695,0.060717571,0.046020996
51,Gunnison,60,20,150,-40,0.050251256,0.168161435,-0.041458381
51,Gunnison,65,18,140,-136,0.056074766,0.235294118,-0.154212669
51,Gunnison,70,-27,48,-196,-0.100746269,0.151419558,-0.300830582
51,Gunnison,75,7,5,-138,0.042168675,0.025773196,-0.347230731
51,Gunnison,80,1,8,-66,0.008547009,0.056737589,-0.345534529
51,Gunnison,85,-10,63,-25,-0.151515152,0.807692308,-0.25495061
53,Hinsdale,0,0,17,4,0,0.298245614,0.088441304
53,Hinsdale,5,12,15,18,0.3,0.319148936,0.423501778
53,Hinsdale,10,-3,3,9,-0.069767442,0.06,0.142999689
53,Hinsdale,15,0,-22,11,0,-1.294117647,0.214363866
53,Hinsdale,20,2,4,-2,0.066666667,0.085106383,-0.040680267
53,Hinsdale,25,5,14,17,0.142857143,0.358974359,0.701258168
53,Hinsdale,30,2,15,22,0.038461538,0.405405405,0.416503773
53,Hinsdale,35,-6,12,16,-0.109090909,0.324324324,0.362204878
53,Hinsdale,40,46,2,15,0.5,0.043478261,0.373634144
53,Hinsdale,45,-3,10,7,-0.040540541,0.158730159,0.179658715
53,Hinsdale,50,11,-17,10,0.129411765,-0.236111111,0.211165911
53,Hinsdale,55,10,18,2,0.149253731,0.225,0.031945343
53,Hinsdale,60,-2,20,8,-0.041666667,0.240963855,0.123741576
53,Hinsdale,65,-6,18,-13,-0.146341463,0.290322581,-0.199294374
53,Hinsdale,70,-3,16,-13,-0.130434783,0.432432432,-0.198688577
53,Hinsdale,75,0,9,-11,0,0.375,-0.241771875
53,Hinsdale,80,3,12,-7,0.3,0.923076923,-0.288715315
53,Hinsdale,85,-3,28,-3,-0.5,2.333333333,-0.235688601
55,Huerfano,0,0,6,34,0,0.021978022,0.109740369
55,Huerfano,5,72,-27,83,0.166666667,-0.08490566,0.282194318
55,Huerfano,10,10,3,80,0.019569472,0.009174312,0.257978011
55,Huerfano,15,-41,3,22,-0.083333333,0.007389163,0.073873457
55,Huerfano,20,-82,-227,-24,-0.191142191,-0.930327869,-0.094331679
55,Huerfano,25,45,-212,-5,0.102974828,-0.894514768,-0.015278152
55,Huerfano,30,89,-104,116,0.20045045,-0.398467433,0.433349552
55,Huerfano,35,88,-120,130,0.152249135,-0.465116279,0.457336282
55,Huerfano,40,60,-52,83,0.087719298,-0.160990712,0.274674679
55,Huerfano,45,183,-16,69,0.294212219,-0.033970276,0.242339256
55,Huerfano,50,130,-1,57,0.221843003,-0.001751313,0.169230062
55,Huerfano,55,150,140,87,0.289017341,0.221169036,0.183970421
55,Huerfano,60,92,197,10,0.216470588,0.302611367,0.017872522
55,Huerfano,65,19,149,46,0.05775076,0.277985075,0.076574799
55,Huerfano,70,-22,130,-6,-0.068965517,0.319410319,-0.010139921
55,Huerfano,75,49,113,14,0.169550173,0.421641791,0.03144322
55,Huerfano,80,34,64,-19,0.154545455,0.310679612,-0.063519315
55,Huerfano,85,-4,61,2,-0.033333333,0.36969697,0.01280405
57,Jackson,0,0,12,4,0,0.184615385,0.069668048
57,Jackson,5,-11,16,14,-0.103773585,0.207792208,0.223321869
57,Jackson,10,-9,-7,13,-0.075,-0.086419753,0.188002606
57,Jackson,15,-77,-25,10,-0.636363636,-0.337837838,0.127168687
57,Jackson,20,-72,-42,0,-1.384615385,-0.677419355,0
57,Jackson,25,-11,-42,5,-0.171875,-0.608695652,0.087794002
57,Jackson,30,13,20,21,0.138297872,0.289855072,0.344918585
57,Jackson,35,-5,19,17,-0.038461538,0.253333333,0.230608447
57,Jackson,40,-18,10,17,-0.133333333,0.114942529,0.235491021
57,Jackson,45,-8,16,6,-0.055555556,0.131147541,0.078739077
57,Jackson,50,-6,40,10,-0.052173913,0.281690141,0.118516882
57,Jackson,55,13,25,-3,0.112068966,0.190839695,-0.026976929
57,Jackson,60,4,32,-9,0.047619048,0.323232323,-0.075787722
57,Jackson,65,-33,44,-23,-0.5,0.44,-0.229580033
57,Jackson,70,0,29,-18,0,0.517857143,-0.263989374
57,Jackson,75,-5,56,-26,-0.142857143,1.076923077,-0.371685
57,Jackson,80,-2,62,-8,-0.074074074,1.631578947,-0.213059157
57,Jackson,85,-4,62,-2,-0.266666667,5.166666667,-0.063994608
59,Jefferson,0,0,225,279,0,0.007435313,0.008871234
59,Jefferson,5,1824,803,451,0.049526189,0.024481707,0.014486242
59,Jefferson,10,1068,1099,2156,0.026921429,0.032356838,0.064072212
59,Jefferson,15,-1437,-1238,2173,-0.039141449,-0.034896832,0.059995714
59,Jefferson,20,-1357,-8049,2596,-0.046043702,-0.255832433,0.068319438
59,Jefferson,25,5294,-2932,1049,0.158180949,-0.087613925,0.026244022
59,Jefferson,30,3328,3534,2663,0.08878218,0.108608132,0.072977097
59,Jefferson,35,1961,886,2412,0.041683495,0.026069558,0.062672579
59,Jefferson,40,1455,551,1587,0.028978291,0.01461616,0.043224766
59,Jefferson,45,75,-1885,2866,0.001624291,-0.042451131,0.077385335
59,Jefferson,50,-952,-2640,1425,-0.024402122,-0.056841425,0.036140904
59,Jefferson,55,-1166,-3268,2148,-0.042707494,-0.078895273,0.048248517
59,Jefferson,60,-1541,-3463,-610,-0.08004779,-0.102762693,-0.013645162
59,Jefferson,65,-1074,-3045,-1468,-0.069636258,-0.136004288,-0.038383813
59,Jefferson,70,-48,-1366,-2325,-0.003704275,-0.087178505,-0.079841193
59,Jefferson,75,21,-372,-1186,0.002004773,-0.030700668,-0.06621256
59,Jefferson,80,479,402,-375,0.073783118,0.043762247,-0.033359514
59,Jefferson,85,446,600,37,0.123000552,0.104475013,0.005255986
61,Kiowa,0,0,3,4,0,0.042857143,0.055580024
61,Kiowa,5,-10,5,9,-0.088495575,0.05952381,0.109419463
61,Kiowa,10,-8,2,21,-0.070175439,0.021505376,0.277602547
61,Kiowa,15,-48,2,8,-0.355555556,0.019607843,0.107036173
61,Kiowa,20,-41,-50,-16,-0.539473684,-1.063829787,-0.238184163
61,Kiowa,25,-1,-48,-14,-0.011904762,-0.657534247,-0.188356931
61,Kiowa,30,-15,-7,24,-0.238095238,-0.111111111,0.487436014
61,Kiowa,35,-25,-15,32,-0.196850394,-0.208333333,0.401031581
61,Kiowa,40,-7,-4,16,-0.05785124,-0.066666667,0.227384542
61,Kiowa,45,-32,-13,15,-0.248062016,-0.12037037,0.196443339
61,Kiowa,50,-2,36,13,-0.019607843,0.297520661,0.209860888
61,Kiowa,55,7,37,21,0.084337349,0.305785124,0.201008719
61,Kiowa,60,-11,42,-10,-0.129411765,0.4375,-0.090246696
61,Kiowa,65,-13,49,3,-0.213114754,0.680555556,0.029037994
61,Kiowa,70,0,55,-9,0,0.6875,-0.113293451
61,Kiowa,75,-18,64,-3,-0.285714286,1.488372093,-0.047995645
61,Kiowa,80,-13,87,-5,-0.236363636,1.977272727,-0.081093801
61,Kiowa,85,-27,93,-8,-0.931034483,2.447368421,-0.296848088
63,Kit Carson,0,0,20,10,0,0.036832413,0.021487729
63,Kit Carson,5,58,29,58,0.099656357,0.062770563,0.11958181
63,Kit Carson,10,68,24,15,0.105754277,0.048979592,0.028164782
63,Kit Carson,15,-37,-27,10,-0.061056106,-0.051330798,0.022819723
63,Kit Carson,20,-155,-129,-43,-0.379901961,-0.278017241,-0.103919068
63,Kit Carson,25,156,71,-40,0.341356674,0.115635179,-0.092681528
63,Kit Carson,30,87,198,84,0.180497925,0.357400722,0.213249981
63,Kit Carson,35,127,112,31,0.182733813,0.208178439,0.058750218
63,Kit Carson,40,24,86,37,0.035767511,0.164122137,0.079147217
63,Kit Carson,45,47,32,-9,0.088679245,0.049921997,-0.02000348
63,Kit Carson,50,29,77,21,0.063180828,0.119751166,0.046237031
63,Kit Carson,55,60,100,29,0.140186916,0.190839695,0.05098662
63,Kit Carson,60,-3,80,30,-0.008310249,0.186915888,0.055319774
63,Kit Carson,65,-69,73,29,-0.233108108,0.192612137,0.068432339
63,Kit Carson,70,-12,94,30,-0.043956044,0.301282051,0.095215893
63,Kit Carson,75,-33,76,20,-0.141630901,0.330434783,0.070045102
63,Kit Carson,80,4,69,-42,0.02247191,0.359375,-0.200978701
63,Kit Carson,85,14,47,-17,0.118644068,0.398305085,-0.136125427
67,La Plata,0,0,-15,215,0,-0.027272727,0.436106451
67,La Plata,5,333,555,668,0.545901639,1.153846154,1.436863604
67,La Plata,10,250,628,821,0.449640288,1.281632653,1.382304973
67,La Plata,15,778,932,1161,1.281713344,1.937629938,2.171115813
67,La Plata,20,683,1324,1945,0.904635762,2.580896686,3.859132201
67,La Plata,25,-731,-130,848,-0.985175202,-0.230905861,1.853387928
67,La Plata,30,-59,-944,704,-0.089123867,-1.728937729,1.368925006
67,La Plata,35,452,431,1118,0.749585406,0.748263889,1.852951449
67,La Plata,40,231,602,949,0.371980676,1.243801653,1.617287171
67,La Plata,45,41,502,649,0.06518283,1.020325203,1.090744692
67,La Plata,50,178,465,393,0.412037037,0.918972332,0.841101878
67,La Plata,55,133,235,602,0.461805556,0.428832117,1.348669125
67,La Plata,60,101,370,385,0.338926174,0.934343434,0.904551735
67,La Plata,65,62,144,39,0.328042328,0.590163934,0.091306556
67,La Plata,70,-84,43,-109,-0.626865672,0.237569061,-0.382307857
67,La Plata,75,27,-89,-120,0.293478261,-0.787610619,-0.726594501
67,La Plata,80,-30,-50,-9,-0.612244898,-0.724637681,-0.085156548
67,La Plata,85,-42,23,-16,-1.135135135,0.638888889,-0.286571081
65,Lake,0,0,-18,30,0,-0.006206897,0.009593186
65,Lake,5,30,-121,139,0.010881393,-0.041296928,0.040442903
65,Lake,10,-4,-123,116,-0.001319261,-0.043678977,0.031856281
65,Lake,15,-19,-109,123,-0.004845703,-0.030035823,0.029983636
65,Lake,20,1,3,82,0.000232342,0.000700935,0.017974882
65,Lake,25,-7,22,134,-0.00237691,0.005960444,0.035937664
65,Lake,30,109,-143,190,0.040520446,-0.043717518,0.048403713
65,Lake,35,-17,-94,179,-0.005143722,-0.028649802,0.041589919
65,Lake,40,28,-110,160,0.007113821,-0.034998409,0.03974745
65,Lake,45,-42,-42,80,-0.010118044,-0.011506849,0.020724058
65,Lake,50,0,-29,9,0,-0.006852552,0.002569403
65,Lake,55,11,27,-2,0.004816112,0.006431634,-0.000503791
65,Lake,60,15,80,-23,0.009334163,0.023752969,-0.00523302
65,Lake,65,-17,58,-67,-0.013219285,0.026114363,-0.016158937
65,Lake,70,-24,-11,-89,-0.022119816,-0.007586207,-0.029283241
65,Lake,75,2,40,-48,0.002442002,0.041841004,-0.026562394
65,Lake,80,-34,59,-40,-0.063079777,0.081604426,-0.038520721
65,Lake,85,-8,71,-15,-0.026845638,0.153347732,-0.027340574
69,Larimer,0,0,149,1067,0,0.008517693,0.053767054
69,Larimer,5,1326,1387,3360,0.080261485,0.076867657,0.158846393
69,Larimer,10,1246,2414,3815,0.069698495,0.137237067,0.173995337
69,Larimer,15,3818,5573,5972,0.184738956,0.25320309,0.240799058
69,Larimer,20,8642,12717,15804,0.337960971,0.417155978,0.459825298
69,Larimer,25,-2737,2061,4671,-0.141975309,0.091421221,0.17194131
69,Larimer,30,-306,-5462,-8518,-0.018088314,-0.272718195,-0.367876315
69,Larimer,35,1247,-429,829,0.063518745,-0.022869023,0.03519022
69,Larimer,40,1381,1191,3254,0.063669894,0.06658467,0.133375765
69,Larimer,45,987,1056,3104,0.048946194,0.051945497,0.139637914
69,Larimer,50,705,873,1831,0.04399376,0.039586451,0.092162799
69,Larimer,55,728,955,2477,0.064521847,0.046633136,0.113679094
69,Larimer,60,449,1698,1531,0.056103961,0.099982335,0.067209941
69,Larimer,65,484,1379,515,0.070863836,0.115843414,0.025683556
69,Larimer,70,464,995,-678,0.076910327,0.122055937,-0.042856037
69,Larimer,75,205,509,-333,0.041049259,0.083251554,-0.032009324
69,Larimer,80,125,551,-213,0.03718025,0.114887406,-0.033778844
69,Larimer,85,390,723,44,0.206240085,0.226432822,0.011712997
71,Las Animas,0,0,-34,92,0,-0.040047114,0.135967071
71,Las Animas,5,161,50,239,0.153333333,0.057077626,0.343426298
71,Las Animas,10,65,82,245,0.057319224,0.09307605,0.303673969
71,Las Animas,15,-10,76,48,-0.008976661,0.072380952,0.06581915
71,Las Animas,20,-39,-128,8,-0.051792829,-0.138528139,0.012508852
71,Las Animas,25,-97,-188,143,-0.133977901,-0.220398593,0.188247681
71,Las Animas,30,102,89,291,0.126865672,0.117724868,0.396367889
71,Las Animas,35,177,180,326,0.175944334,0.222222222,0.442212621
71,Las Animas,40,89,168,208,0.078691424,0.194669757,0.314908725
71,Las Animas,45,149,198,177,0.123960067,0.181985294,0.244991713
71,Las Animas,50,132,259,43,0.11558669,0.20686901,0.054819252
71,Las Animas,55,135,208,89,0.156069364,0.164037855,0.086323516
71,Las Animas,60,-10,177,105,-0.012919897,0.152849741,0.087184549
71,Las Animas,65,44,143,35,0.066465257,0.168037603,0.029326473
71,Las Animas,70,46,67,-5,0.066570188,0.1,-0.004958757
71,Las Animas,75,13,-52,13,0.023853211,-0.119266055,0.019181905
71,Las Animas,80,-30,-40,4,-0.072115385,-0.098039216,0.008472384
71,Las Animas,85,-29,-37,16,-0.105454545,-0.156779661,0.064992349
73,Lincoln,0,0,3,20,0,0.009836066,0.065777283
73,Lincoln,5,-23,13,65,-0.058823529,0.045614035,0.17932536
73,Lincoln,10,35,-8,45,0.073221757,-0.02739726,0.127881606
73,Lincoln,15,-29,-38,-3,-0.066666667,-0.110787172,-0.010402848
73,Lincoln,20,-36,-132,84,-0.120401338,-0.404907975,0.240644898
73,Lincoln,25,129,20,95,0.309352518,0.048076923,0.21562068
73,Lincoln,30,85,147,140,0.185185185,0.366583541,0.325426619
73,Lincoln,35,80,-82,70,0.141843972,-0.268852459,0.146283381
73,Lincoln,40,167,-48,-7,0.275577558,-0.125984252,-0.016786219
73,Lincoln,45,100,-78,-7,0.220264317,-0.180138568,-0.025106289
73,Lincoln,50,7,-72,-10,0.02173913,-0.154175589,-0.027413892
73,Lincoln,55,-7,-33,-7,-0.021604938,-0.097058824,-0.017116205
73,Lincoln,60,7,35,-41,0.029045643,0.125899281,-0.100214877
73,Lincoln,65,24,20,-62,0.102564103,0.079051383,-0.225971548
73,Lincoln,70,18,73,-52,0.096256684,0.368686869,-0.257221302
73,Lincoln,75,25,64,-21,0.147058824,0.361581921,-0.106086701
73,Lincoln,80,4,65,-18,0.028776978,0.496183206,-0.127675718
73,Lincoln,85,8,62,-13,0.090909091,0.688888889,-0.12953265
75,Logan,0,0,15,88,0,0.013100437,0.066996433
75,Logan,5,11,-37,147,0.007994186,-0.030884808,0.112546226
75,Logan,10,-14,42,203,-0.00951087,0.032407407,0.159501443
75,Logan,15,204,306,5,0.113585746,0.189473684,0.004340506
75,Logan,20,-146,298,111,-0.104885057,0.178657074,0.084276479
75,Logan,25,-56,-12,338,-0.044268775,-0.007092199,0.198730774
75,Logan,30,180,197,152,0.142405063,0.13011889,0.085363598
75,Logan,35,21,273,272,0.012883436,0.189189189,0.149099177
75,Logan,40,147,246,4,0.087085308,0.176091625,0.00263231
75,Logan,45,154,141,-53,0.103010033,0.085818624,-0.039492802
75,Logan,50,69,183,-139,0.056883759,0.105902778,-0.115117312
75,Logan,55,0,151,-29,0,0.101820634,-0.01941911
75,Logan,60,16,143,-34,0.018691589,0.119365609,-0.020980856
75,Logan,65,-17,121,-114,-0.022339028,0.137813212,-0.086541758
75,Logan,70,4,54,-146,0.005449591,0.074380165,-0.151865813
75,Logan,75,-6,72,-65,-0.009104704,0.117073171,-0.099826236
75,Logan,80,2,14,-70,0.004761905,0.029723992,-0.145577493
75,Logan,85,-24,70,-24,-0.090225564,0.18134715,-0.073339332
77,Mesa,0,0,33,-38,0,0.003329634,-0.004247075
77,Mesa,5,1156,1645,368,0.145043915,0.172739683,0.038881775
77,Mesa,10,675,2031,869,0.078242726,0.22042544,0.082651261
77,Mesa,15,384,2345,1160,0.041948875,0.230489483,0.11183407
77,Mesa,20,140,1809,695,0.019091777,0.176522248,0.07305569
77,Mesa,25,661,1191,273,0.099323817,0.117501973,0.027944683
77,Mesa,30,690,2030,628,0.10467233,0.221833679,0.059636922
77,Mesa,35,940,1918,906,0.111321649,0.229370964,0.08497702
77,Mesa,40,931,1902,564,0.096707178,0.230154889,0.058650487
77,Mesa,45,606,1703,934,0.065203357,0.17340393,0.106866252
77,Mesa,50,403,1735,900,0.051501597,0.15885369,0.10495701
77,Mesa,55,444,1556,1260,0.075012671,0.150745979,0.126987718
77,Mesa,60,562,1510,741,0.112287712,0.173603127,0.068963352
77,Mesa,65,538,1218,444,0.114761092,0.188282578,0.04492506
77,Mesa,70,355,791,69,0.077342048,0.158739715,0.00860841
77,Mesa,75,317,415,206,0.081679979,0.104192819,0.037114989
77,Mesa,80,197,268,177,0.077315542,0.082537727,0.046976749
77,Mesa,85,153,232,170,0.107746479,0.112077295,0.071960567
79,Mineral,0,0,-1,4,0,-0.045454545,0.141819545
79,Mineral,5,-32,8,16,-0.62745098,0.228571429,0.452333702
79,Mineral,10,11,-11,7,0.192982456,-0.407407407,0.229696496
79,Mineral,15,-15,-12,6,-0.394736842,-0.342857143,0.162146235
79,Mineral,20,4,-22,5,0.137931034,-1.1,0.189147797
79,Mineral,25,-16,14,6,-0.444444444,0.368421053,0.166916808
79,Mineral,30,0,4,22,0,0.153846154,0.70690046
79,Mineral,35,8,3,21,0.115942029,0.090909091,0.416757661
79,Mineral,40,4,-4,19,0.057142857,-0.181818182,0.529056936
79,Mineral,45,-18,6,9,-0.257142857,0.101694915,0.222360415
79,Mineral,50,16,27,11,0.222222222,0.397058824,0.417059951
79,Mineral,55,27,38,6,0.402985075,0.469135802,0.095981806
79,Mineral,60,25,32,-1,0.396825397,0.347826087,-0.014698454
79,Mineral,65,-26,26,6,-0.541666667,0.376811594,0.079757627
79,Mineral,70,6,29,-10,0.153846154,0.707317073,-0.137290958
79,Mineral,75,2,38,-10,0.058823529,1.266666667,-0.21696807
79,Mineral,80,4,28,-5,0.235294118,1.647058824,-0.202522976
79,Mineral,85,-6,34,-3,-1.2,3.4,-0.214363141
81,Moffat,0,0,12,22,0,0.01119403,0.028452775
81,Moffat,5,69,165,85,0.073560768,0.151098901,0.095052813
81,Moffat,10,-33,126,45,-0.027684564,0.126506024,0.044548929
81,Moffat,15,-127,28,-2,-0.117701576,0.030107527,-0.001976702
81,Moffat,20,-411,-286,-209,-0.53238342,-0.347931873,-0.278466914
81,Moffat,25,106,-30,-174,0.132004981,-0.031413613,-0.286243643
81,Moffat,30,111,233,25,0.136029412,0.252711497,0.041127021
81,Moffat,35,129,110,33,0.124878993,0.133333333,0.040725338
81,Moffat,40,46,112,-16,0.036163522,0.133811231,-0.019886054
81,Moffat,45,29,108,8,0.02502157,0.103349282,0.010819541
81,Moffat,50,64,-67,12,0.074074074,-0.061299177,0.015424857
81,Moffat,55,75,10,-6,0.108853411,0.009606148,-0.006173945
81,Moffat,60,18,2,-79,0.040723982,0.002754821,-0.084284809
81,Moffat,65,29,-35,-172,0.077333333,-0.067567568,-0.212449172
81,Moffat,70,5,33,-146,0.015923567,0.099099099,-0.28435635
81,Moffat,75,-27,24,-89,-0.131067961,0.092664093,-0.254752359
81,Moffat,80,-10,26,-56,-0.054644809,0.146067416,-0.272198144
81,Moffat,85,-1,71,-15,-0.011111111,0.612068966,-0.110030448
83,Montezuma,0,0,36,90,0,0.022304833,0.047420844
83,Montezuma,5,59,144,306,0.033541785,0.087009063,0.165633401
83,Montezuma,10,-129,62,301,-0.066255778,0.037827944,0.159108859
83,Montezuma,15,-333,-79,224,-0.189851767,-0.049007444,0.12138753
83,Montezuma,20,-304,-586,-65,-0.267135325,-0.463241107,-0.041369857
83,Montezuma,25,120,-308,0,0.098928277,-0.23071161,0
83,Montezuma,30,-26,319,493,-0.01800554,0.238059701,0.303925802
83,Montezuma,35,21,293,487,0.012411348,0.212165098,0.280797768
83,Montezuma,40,-10,218,311,-0.005249344,0.14146658,0.190701283
83,Montezuma,45,5,177,289,0.002581311,0.102312139,0.183731238
83,Montezuma,50,33,300,139,0.019831731,0.144857557,0.084386836
83,Montezuma,55,206,339,220,0.151582046,0.160056657,0.123884837
83,Montezuma,60,50,424,95,0.045454545,0.22037422,0.046163683
83,Montezuma,65,49,203,63,0.049949032,0.148717949,0.030897401
83,Montezuma,70,10,113,-42,0.011876485,0.112103175,-0.024258149
83,Montezuma,75,-47,32,-27,-0.072196621,0.041939712,-0.02437937
83,Montezuma,80,62,53,-26,0.131078224,0.091222031,-0.03599491
83,Montezuma,85,31,55,38,0.127572016,0.156695157,0.088711165
85,Montrose,0,0,46,202,0,0.017631276,0.080341352
85,Montrose,5,359,470,674,0.14452496,0.167200285,0.266376974
85,Montrose,10,377,725,573,0.149781486,0.246934605,0.18708535
85,Montrose,15,-116,241,412,-0.0453125,0.090737952,0.129913867
85,Montrose,20,-628,-584,-7,-0.403080873,-0.316531165,-0.002593027
85,Montrose,25,75,-101,64,0.044642857,-0.043347639,0.031042566
85,Montrose,30,454,730,983,0.231750893,0.339377034,0.530152371
85,Montrose,35,413,771,895,0.175595238,0.331043366,0.335004843
